  4.5000000e+001  6.0050000e+002  1.9710000e+003
  4.6000000e+001  6.0050000e+002  1.9710000e+003
  4.7000000e+001  6.0050000e+002  1.9710000e+003
  4.8000000e+001  6.0050000e+002  1.9710000e+003
  4.9000000e+001  5.1400000e+002  1.7480000e+003
  5.0000000e+001  5.1400000e+002  1.7480000e+003
  5.1000000e+001  5.1400000e+002  1.7480000e+003
  5.2000000e+001  5.1400000e+002  1.7480000e+003
  5.3000000e+001  5.1400000e+002  1.7480000e+003
  5.4000000e+001  5.1400000e+002  1.7480000e+003
  5.5000000e+001  5.1400000e+002  1.7480000e+003
  5.6000000e+001  3.0950000e+002  1.4315000e+003
  5.7000000e+001  3.0950000e+002  1.4315000e+003
  5.8000000e+001  2.9300000e+002  1.3345000e+003
  5.9000000e+001  2.9300000e+002  1.3345000e+003
  6.0000000e+001  2.9300000e+002  1.3345000e+003
  6.1000000e+001  2.4700000e+002  1.1990000e+003
  6.2000000e+001  2.4700000e+002  1.1990000e+003
  6.3000000e+001  2.3600000e+002  1.1285000e+003
  6.4000000e+001  2.3600000e+002  1.1285000e+003
  6.5000000e+001  2.3600000e+002  1.1285000e+003
  6.6000000e+001  5.8100000e+002  1.2020000e+003
  6.7000000e+001  5.8100000e+002  1.2020000e+003
  6.8000000e+001  5.8100000e+002  1.2020000e+003
  6.9000000e+001  7.7400000e+002  1.2390000e+003
  7.0000000e+001  7.7400000e+002  1.2390000e+003
  7.1000000e+001  8.0500000e+002  1.1985000e+003
  7.2000000e+001  8.0500000e+002  1.1985000e+003
  7.3000000e+001  8.0500000e+002  1.1985000e+003
  7.4000000e+001  8.0500000e+002  1.1985000e+003
  7.5000000e+001  8.0500000e+002  1.1985000e+003
  7.6000000e+001  8.0500000e+002  1.1985000e+003
  7.7000000e+001  8.0500000e+002  1.1985000e+003
  7.8000000e+001  7.2400000e+002  1.1635000e+003
  7.9000000e+001  7.2400000e+002  1.1635000e+003
  8.0000000e+001  7.2400000e+002  1.1635000e+003
  8.1000000e+001  7.2400000e+002  1.1635000e+003
  8.2000000e+001  7.2400000e+002  1.1635000e+003
  8.3000000e+001  7.2400000e+002  1.1635000e+003
  8.4000000e+001  6.0550000e+002  1.1075000e+003
  8.5000000e+001  5.6250000e+002  1.0885000e+003
  8.6000000e+001  5.2050000e+002  1.0605000e+003
  8.7000000e+001  5.2050000e+002  1.0605000e+003
  8.8000000e+001  4.8000000e+002  1.0515000e+003
  8.9000000e+001  4.8000000e+002  1.0515000e+003
  9.0000000e+001  4.5950000e+002  1.0500000e+003
  9.1000000e+001  4.5950000e+002  1.0500000e+003
  9.2000000e+001  4.2650000e+002  1.0350000e+003
  9.3000000e+001  4.2650000e+002  1.0350000e+003
  9.4000000e+001  4.3667000e+002  1.0416300e+003
  9.5000000e+001  4.3667000e+002  1.0416300e+003
  9.6000000e+001  3.9100000e+002  1.0280000e+003
  9.7000000e+001  3.9100000e+002  1.0280000e+003
  9.8000000e+001  3.6333000e+002  1.0303700e+003
  9.9000000e+001  3.6333000e+002  1.0303700e+003
  1.0000000e+002  3.1000000e+002  1.0170000e+003
  1.0100000e+002  3.1000000e+002  1.0170000e+003
  1.0200000e+002  3.1000000e+002  1.0170000e+003
  1.0300000e+002  3.1000000e+002  1.0170000e+003
  1.0400000e+002  2.5167000e+002  9.8503000e+002
  1.0500000e+002  2.5167000e+002  9.8503000e+002
  1.0600000e+002  2.5167000e+002  9.8503000e+002
  1.0700000e+002  2.5167000e+002  9.8503000e+002
  1.0800000e+002  2.3333000e+002  9.6597000e+002
  1.0900000e+002  2.3333000e+002  9.6597000e+002
  1.1000000e+002  2.3333000e+002  9.6597000e+002
  1.1100000e+002  2.3333000e+002  9.6597000e+002
  1.1200000e+002  2.1800000e+002  9.4850000e+002
  1.1300000e+002  2.1800000e+002  9.4850000e+002
  1.1400000e+002  2.1800000e+002  9.4850000e+002
  1.1500000e+002  2.1800000e+002  9.4850000e+002
  1.1600000e+002  2.1800000e+002  9.4850000e+002
  1.1700000e+002  2.1800000e+002  9.4850000e+002
  1.1800000e+002  2.1800000e+002  9.4850000e+002
  1.1900000e+002  2.2750000e+002  9.1550000e+002
  1.2000000e+002  2.2750000e+002  9.1550000e+002
  1.2100000e+002  2.2750000e+002  9.1550000e+002
  1.2200000e+002  2.2750000e+002  9.1550000e+002
  1.2300000e+002  2.2750000e+002  9.1550000e+002
  1.2400000e+002  2.2750000e+002  9.1550000e+002
  1.2500000e+002  2.1550000e+002  8.5200000e+002
  1.2600000e+002  2.1550000e+002  8.5200000e+002
  1.2700000e+002  2.1550000e+002  8.5200000e+002
  1.2800000e+002  2.0450000e+002  8.3200000e+002
  1.2900000e+002  2.0450000e+002  8.3200000e+002
  1.3000000e+002  1.8200000e+002  8.1500000e+002
  1.3100000e+002  1.8200000e+002  8.1500000e+002
  1.3200000e+002  1.8200000e+002  8.1500000e+002
  1.3300000e+002  1.8200000e+002  8.1500000e+002
  1.3400000e+002  1.7550000e+002  8.0650000e+002
  1.3500000e+002  1.7550000e+002  8.0650000e+002
  1.3600000e+002  1.7550000e+002  8.0650000e+002
  1.3700000e+002  1.8150000e+002  7.8500000e+002
  1.3800000e+002  1.8150000e+002  7.8500000e+002
  1.3900000e+002  1.8000000e+002  7.5400000e+002
  1.4000000e+002  1.8000000e+002  7.5400000e+002
